Site,Plot,Treatment,Individual,T0,T006,T012,T018,T024,T030,T036,T042,T048,T054,T060,T066,T072,T078,T084,T090,T096,T102,T108,T120,Trecruit,Tdeath,Species,Family,Life Form
CAR,10,open,D3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Myrceugenia myrcioides,Myrtaceae ,tree
CAR,10,open,D4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,10,open,D5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Parodiolyra sp.,Poaceae,herb
CAR,10,open,D6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,42,Parodiolyra sp.,Poaceae,herb
CAR,10,open,D7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,10,open,D8,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,24,alive,Geonoma sp.,Arecaceae,palm
CAR,10,open,D9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,36,Euterpe edulis,Arecaceae,palm
CAR,10,open,D10,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,30,alive,Euterpe edulis,Arecaceae,palm
CAR,10,open,D11,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,30,54,Euterpe edulis,Arecaceae,palm
CAR,10,open,D12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,36,42,Parodiolyra sp.,Poaceae,herb
CAR,10,open,D13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,36,42,Euterpe edulis,Arecaceae,palm
CAR,10,open,D14,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,36,alive,Myrtaceae sp.,Myrtaceae,tree
CAR,10,open,D15,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,42,alive,Parodiolyra sp.,Poaceae,herb
CAR,10,open,D16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,48,54,Euterpe edulis,Arecaceae,palm
CAR,10,open,D17,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,NA,54,108,Rubiaceae sp.,Rubiaceae,indeterminate
CAR,10,open,D18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA,66,96,Rubiaceae sp.,Rubiaceae,indeterminate
CAR,10,open,D19,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,66,alive,Philodendron sp.,Araceae,herb
CAR,10,open,D20,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,66,alive,Euterpe edulis,Arecaceae,palm
CAR,10,open,D21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,78,alive,Euterpe edulis,Arecaceae,palm
CAR,10,open,D22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,78,96,Virola bicuhyba ,Myristicaceae,tree
CAR,10,open,D23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,84,alive,Myrtaceae sp.,Myrtaceae,tree
CAR,10,open,D24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Euterpe edulis,Arecaceae,palm
CAR,10,open,D25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Euterpe edulis,Arecaceae,palm
CAR,10,open,D26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Euterpe edulis,Arecaceae,palm
CAR,10,open,D27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,96,108,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,open,D28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Geonoma sp.,Arecaceae,palm
CAR,10,open,D29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Rudgea sp.,Rubiaceae,shrub
CAR,10,open,H1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,open,H2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Parodiolyra sp.,Poaceae,herb
CAR,10,open,H3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,18,Euterpe edulis,Arecaceae,palm
CAR,10,open,H4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,12,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,open,H5,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,24,48,Sloanea cf.,Elaeocarpaceae,tree
CAR,10,open,H6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,30,48,Euterpe edulis,Arecaceae,palm
CAR,10,open,H7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,36,Euterpe edulis,Arecaceae,palm
CAR,10,open,H8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,42,Euterpe edulis,Arecaceae,palm
CAR,10,open,H9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,36,42,Euterpe edulis,Arecaceae,palm
CAR,10,open,H10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,36,42,Euterpe edulis,Arecaceae,palm
CAR,10,open,H11,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,42,alive,Parodiolyra sp.,Poaceae,herb
CAR,10,open,H12,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,NA,42,78,Euterpe edulis,Arecaceae,palm
CAR,10,open,H13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA,60,alive,Danaea sp.,Marattiaceae,herb
CAR,10,open,H14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,60,72,Myrsine sp.,Primulaceae,tree
CAR,10,open,H15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,78,108,Virola bicuhyba ,Myristicaceae,tree
CAR,10,open,H16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,78,96,Rudgea cf.,Rubiaceae,indeterminate
CAR,10,open,H17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,84,96,Virola bicuhyba ,Myristicaceae,tree
CAR,10,open,H18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,84,alive,Virola bicuhyba ,Myristicaceae,tree
CAR,10,open,H19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,96,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,24,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Geonoma elegans,Arecaceae,palm
CAR,10,closed,C4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Rubiaceae sp.,Rubiaceae,indeterminate
CAR,10,closed,C8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Acanthaceae sp.,Acanthaceae,herb
CAR,10,closed,C9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Polypodiaceae sp. 1,Polypodiaceae,herb
CAR,10,closed,C10,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,0,66,Acanthaceae sp.,Acanthaceae,herb
CAR,10,closed,C11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,42,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Eugenia cuprea,Myrtaceae,tree
CAR,10,closed,C13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,6,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C14,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,24,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,C15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,24,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,12,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C17,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,30,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18,30,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,C19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18,30,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,C21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18,30,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,C22,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,24,48,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24,30,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,C24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24,30,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C25,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,24,96,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24,36,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24,30,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24,36,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C29,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,24,alive,Geonoma sp.,Arecaceae,palm
CAR,10,closed,C30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24,36,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C31,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,24,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C32,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,30,108,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,C33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,36,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,C34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,36,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C35,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,30,54,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C36,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,42,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,36,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,36,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,36,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C40,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,30,48,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C41,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,42,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C42,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,36,108,Myrsine cf.,Primulaceae,indeterminate
CAR,10,closed,C43,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,36,78,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C44,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,36,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C45,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,36,60,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C46,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,36,54,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C47,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,36,60,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,36,48,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,36,42,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,36,42,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C51,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,36,66,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C52,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,36,84,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C53,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,36,96,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C54,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,36,96,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C55,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,48,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C56,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,54,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,C57,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA,54,78,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C58,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,54,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,60,72,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,60,66,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C61,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA,60,84,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,60,66,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C63,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,60,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C64,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,66,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,66,72,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,66,72,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C67,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,66,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C68,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA,66,96,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C69,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,66,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C70,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,66,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,66,72,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C72,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,66,alive,Acanthaceae sp.,Acanthaceae,herb
CAR,10,closed,C73,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,66,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,C74,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,66,78,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,72,84,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,72,78,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C77,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,72,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,72,78,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,78,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,78,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,C81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,78,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,84,96,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,84,96,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,96,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,C90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,C94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Garcinia gardneriana,Clusiaceae,tree
CAR,10,closed,D3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Rudgea jasminoides,Rubiaceae,shrub
CAR,10,closed,D4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Eugenia pruinosa,Myrtaceae,tree
CAR,10,closed,D11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,0,72,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D12,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,0,66,Eugenia sp.,Myrtaceae,tree
CAR,10,closed,D13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,18,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Geonoma elegans,Arecaceae,palm
CAR,10,closed,D15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,18,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D16,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,30,Rudgea jasminoides,Rubiaceae,shrub
CAR,10,closed,D17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,24,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,D21,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,30,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D22,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,18,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D23,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,18,alive,Myrtaceae sp.,Myrtaceae,tree
CAR,10,closed,D24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18,30,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,D25,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,24,96,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24,30,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D27,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,24,66,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,D28,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,24,alive,Geonoma sp.,Arecaceae,palm
CAR,10,closed,D29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24,30,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D30,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,24,alive,Psychotria nuda,Rubiaceae,shrub
CAR,10,closed,D31,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,24,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,D32,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,24,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D33,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,24,60,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D34,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,24,alive,Acanthaceae sp.,Acanthaceae,herb
CAR,10,closed,D35,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,24,54,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,D36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,36,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D37,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,30,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D38,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,30,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D39,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,30,96,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,42,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D41,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,36,60,Euterpe edulis,Arecaceae,palm
